group,group_active,proj,proj_active,proj_topics,group_topics
sociable-media,False,Exploration of Motion to Visualize Large-Scale Online Discussions,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Themail,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Cheiro,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Data Portrait Study Series: Social Maps of Time and Space,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
advancing-wellbeing,True,WATCH,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Traditional Chinese Medicine-Inspired Pulse Analysis,True,#health,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,BrightBeat: Effortlessly Influencing Breathing for Cultivating Calmness and Focus,True,"#health,#wearable computing,#affective computing,#wellbeing","#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,PsychicVR,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Automated Tongue Analysis,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Persuasive Cities,True,,"#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
advancing-wellbeing,True,Identi-Wheez: A Device for In-home Diagnosis of Asthma,True,"#health,#wearable computing","#design,#virtual reality,#human-computer interaction,#architecture,#art,#artificial intelligence,#cognition,#consumer electronics,#data,#economy,#energy,#entertainment,#gaming,#health,#human-machine interaction,#kids,#learning,#music,#politics,#sensors,#interfaces,#social science,#machine learning,#behavioral science,#social robotics,#long-term interaction ,#affective computing,#wellbeing,#data,#wearable computing,#behavioral science,#data,#health,#health,#wearable computing,#machine learning,#wellbeing,#health,#robotics,#design,#virtual reality,#data,#health,#machine learning,#health,#health,#health,#wearable computing,#design,#fashion,#perception,#wearable computing,#health,#wearable computing,#affective computing,#health"
physics-and-media,False,Digital Printing of Digital Materials,True,,"#robotics,#architecture,#art,#artificial intelligence,#bioengineering,#civic technology,#cognition,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#politics,#privacy,#wearable computing"
sociable-media,False,Transformative Copy Suite,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,backchan.nl,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Echologue,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Medina,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Mycrocosm,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
sociable-media,False,Data Portraits,True,,"#robotics,#design,#architecture,#art,#artificial intelligence,#banking and finance,#bioengineering,#civic media,#cognition,#communications,#consumer electronics,#developing countries,#economy,#entertainment,#health,#human-machine interaction,#kids,#learning,#music,#networks,#perception,#politics,#privacy,#social media,#storytelling,#wearable computing,#networking,#social science,#archives,#history"
