Measuring and Reducing Social Segregation in Cities,Esteban Moro Egido,Research Affiliate
Machine Learning and Automated Segmentation of Oral Diseases Using Biomarker Images,Gregory Yauney,Senior Research Support Associate
Machine Learning and Automated Segmentation of Oral Diseases Using Biomarker Images,Otkrist Gupta,Senior Research Support Associate
Machine Learning and Automated Segmentation of Oral Diseases Using Biomarker Images,Pratik Shah,Senior Research Support Associate
Identifying the Human Impacts of Climate Change,Manuel Cebrian,Research Scientist
Identifying the Human Impacts of Climate Change,Pinar Yanardag,Research Scientist
Identifying the Human Impacts of Climate Change,Esteban Moro Egido,Research Scientist
Deep Angel: The AI behind the aesthetics of absence,Niccolo Pescetelli,Research Assistant
Deep Angel: The AI behind the aesthetics of absence,Manuel Cebrian,Research Assistant
Deep Angel: The AI behind the aesthetics of absence,Ziv Epstein ,Research Assistant
Identifying the Human Impacts of Climate Change,Bjarke Felbo,Research Scientist
Identifying the Human Impacts of Climate Change,Iyad Rahwan,Research Scientist
Thinking Cap,Nataliya Kos'myna,Postdoctoral Fellow
OPAL 4 Health,Jose Balsa Barreiro,Postdoctoral Fellow
Deep Angel: The AI behind the aesthetics of absence,Matthew Groh,Research Assistant
Deep Angel: The AI behind the aesthetics of absence,Nick Obradovich,Research Assistant
Deep Angel: The AI behind the aesthetics of absence,Iyad Rahwan,Research Assistant
Thinking Cap,Pattie Maes,Postdoctoral Fellow
OPAL 4 Health,Abdulrahman Alotaibi,Postdoctoral Fellow
OPAL 4 Health,Eduardo Castello Ferrer,Postdoctoral Fellow
OPAL 4 Health,Shada Alsalamah,Postdoctoral Fellow
Technology-Enabled Mobile Phone Screenings Augment Routine Primary Care,Gregory Yauney,Technical Associate
Funnel Vision,Emily Salvador,Research Assistant
OPAL 4 Health,Alex 'Sandy' Pentland,Postdoctoral Fellow
Technology-Enabled Mobile Phone Screenings Augment Routine Primary Care,Otkrist Gupta,Technical Associate
Technology-Enabled Mobile Phone Screenings Augment Routine Primary Care,Mrinal Mohit,Technical Associate
Technology-Enabled Mobile Phone Screenings Augment Routine Primary Care,Pratik Shah,Technical Associate
Funnel Vision,Ermal Dreshaj,Research Assistant
Machine Learning for Combined Classification of Fluorescent Biomarkers and Expert Annotations Using White Light Images,Gregory Yauney,Technical Associate
Black Rock Atlas,Niccolo Pescetelli,Postdoctoral Associate
Near-Infrared Imaging for Detecting Dental Caries,Keith Angelino,Technical Associate
Machine Learning for Combined Classification of Fluorescent Biomarkers and Expert Annotations Using White Light Images,Keith Angelino,Technical Associate
Machine Learning for Combined Classification of Fluorescent Biomarkers and Expert Annotations Using White Light Images,Pratik Shah,Technical Associate
Black Rock Atlas,Matthew Groh,Postdoctoral Associate
Black Rock Atlas,Iyad Rahwan,Postdoctoral Associate
Black Rock Atlas,Manuel Cebrian,Postdoctoral Associate
Black Rock Atlas,Esteban Moro Egido,Postdoctoral Associate
Black Rock Atlas,Nick Obradovich,Postdoctoral Associate
Near-Infrared Imaging for Detecting Dental Caries,Pratik Shah,Technical Associate
jamSheets: Interacting with Thin Stiffness-Changing Material,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
jamSheets: Interacting with Thin Stiffness-Changing Material,Jifei Ou,Jerome B. Wiesner Professor of Media Arts and Sciences
Intrabody Signaling,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
jamSheets: Interacting with Thin Stiffness-Changing Material,Lining Yao,Jerome B. Wiesner Professor of Media Arts and Sciences
Internomics,Deb Roy,Associate Professor of Media Arts and Sciences
Invisibilia: Revealing Invisible Data as a Tool for Experiential Learning  ,Pattie Maes,Professor of Media Technology
Internomics,Edward Boyden,Associate Professor of Media Arts and Sciences
Internomics,Sheng-Ying (Aithne) Pao,Associate Professor of Media Arts and Sciences
Internomics,Barbara A. Barry,Associate Professor of Media Arts and Sciences
Invisibilia: Revealing Invisible Data as a Tool for Experiential Learning  ,Judith Amores Fernandez,Professor of Media Technology
Instrumentation of a Biomimetic Ankle-Foot Prosthesis,Hugh Herr,Professor of Media Arts and Sciences
Intelligent Technical Documentation,Henry A. Lieberman,Visiting Scientist
Interactive Music-Learning Machine,Barry L. Vercoe,Professor Emeritus
Interactive Radio,Chris Schmandt,Principal Research Scientist
ConceptNet,Catherine Havasi,Research Affiliate
ConceptNet,Ian Eslick,Research Affiliate
Internet 0,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Interfacing Electronics to Living Plants,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Interfacing Electronics to Living Plants,Richard R. Fletcher,Jerome B. Wiesner Professor of Media Arts and Sciences
For Once In Your Life...,Kevin Slavin,Research Affiliate
Fostering Affect Awareness and Regulation in Learning,Rosalind W. Picard,Professor of Media Arts and Sciences
For Once In Your Life...,Michael Lazer Walker,Research Affiliate
Fostering Affect Awareness and Regulation in Learning,Winslow S. Burleson,Professor of Media Arts and Sciences
Framework for Consent Policies,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Framework for Consent Policies,Willow Brugh,Associate Professor of the Practice in Media Arts and Sciences
ForgetAboutIT?,Frank Moss,Professor of the Practice
ForgetAboutIT?,John Moore,Professor of the Practice
UniPlug,Andrew Lippman,Senior Research Scientist
Universal Slack,Chris Csikszentmihályi,Research Affiliate
Using the Voice As a Tool for Self-Reflection,Tod Machover,Muriel R. Cooper Professor of Music and Media
Using the Voice As a Tool for Self-Reflection,Rebecca Kleinberger,Muriel R. Cooper Professor of Music and Media
Variations 10b,Tod Machover,Muriel R. Cooper Professor of Music and Media
Teaching Agents to Recognize Text,Henry A. Lieberman,Visiting Scientist
Video Weblogs,Glorianna Davenport,Visiting Scientist
Video Play,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
VinylMP3,Tod Machover,Muriel R. Cooper Professor of Music and Media
VinylMP3,Tristan Jehan,Muriel R. Cooper Professor of Music and Media
Virtual Gaza,Chris Csikszentmihályi,Research Affiliate
Streetscore,Nikhil Naik,Research Assistant
Viral BroadBand,Andrew Lippman,Senior Research Scientist
Virtual Messenger,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Telemurals,Judith S. Donath,Research Scientist
TeleStory,Pattie Maes,Professor of Media Technology
Textile Sensors,Leah Buechley,Associate Professor
THAW,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
THAW,Pattie Maes,Jerome B. Wiesner Professor of Media Arts and Sciences
THAW,Sang-won Leigh,Jerome B. Wiesner Professor of Media Arts and Sciences
The Affective Remixer: Personalized Music Arranging,Rosalind W. Picard,Professor of Media Arts and Sciences
The Design of Artifacts for Augmenting Intellect,Pattie Maes,Professor of Media Technology
The Amulet,Andrew Lippman,Senior Research Scientist
The Alphabots,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
VisiGeek,Judith S. Donath,Research Scientist
The Chandelier,Tod Machover,Muriel R. Cooper Professor of Music and Media
Virtual Towing,Polychronis Ypodimatopoulos,Research Assistant
The Babbling Brook,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Virtual Towing,Ryan C. C. Chin,Research Assistant
The Babbling Brook,Catherine D'Ignazio,Associate Professor of the Practice in Media Arts and Sciences
Code4Rights,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Code4Rights,Joy Buolamwini,Associate Professor of the Practice in Media Arts and Sciences
The Flying Karamazov Brothers,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
The Flying Karamazov Brothers,Kelly Dobson,"Director, Center for Bits and Atoms"
The Helping Hands,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
The Helping Hands,David Nunez,Associate Professor of Media Arts and Sciences
The Next 30 Years of VR ,Ramesh Raskar,Associate Professor of Media Arts and Sciences
The Other Feast,Tod Machover,Muriel R. Cooper Professor of Music and Media
The People's Bot,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
The Next 30 Years of VR ,Barmak Heshmat Dehkordi,Associate Professor of Media Arts and Sciences
The Other Feast,Benjamin Bloomberg,Muriel R. Cooper Professor of Music and Media
The People's Bot,J Nathan Matias,Associate Professor of the Practice in Media Arts and Sciences
The Other Feast,Philippa Mothersill,Muriel R. Cooper Professor of Music and Media
The Other Feast,Peter A. Torpey,Muriel R. Cooper Professor of Music and Media
Themail,Judith S. Donath,Research Scientist
The Projects,Judith S. Donath,Research Scientist
ThoughtSort,Henry Holtzman,Research Affiliate
This Is How,Andrew Lippman,Senior Research Scientist
Thighmaster,Chris Csikszentmihályi,Research Affiliate
This Is How,Tomer Weller,Senior Research Scientist
What We Watch,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
What We Watch,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
What We Watch,Edward Platt,Associate Professor of the Practice in Media Arts and Sciences
Time-of-Flight Microwave Camera,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Time-of-Flight Microwave Camera,Micha Feigin-Almon,Associate Professor of Media Arts and Sciences
Time-of-Flight Microwave Camera,Nikhil Naik,Associate Professor of Media Arts and Sciences
Visual Who,Judith S. Donath,Research Scientist
Vision on Tap,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Vision on Tap,Nikhil Naik,Associate Professor of Media Arts and Sciences
Voice Patterns,Tod Machover,Muriel R. Cooper Professor of Music and Media
VisualCV,Judith S. Donath,Research Scientist
Wall of Sound,Kelly Dobson,Research Affiliate
Wall Paper,Henry Holtzman,Research Affiliate
Wall of Sound,Chris Csikszentmihályi,Research Affiliate
Data Therapy,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Data Therapy,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
WatchMe,Chris Schmandt,Principal Research Scientist
WATCH,Pattie Maes,Professor of Media Technology
App Inventor,Hal Abelson,Professor
Wave Bubble,Chris Csikszentmihályi,Research Affiliate
Wearable Body Organs,Kelly Dobson,Research Affiliate
Watch People Watch,Andrew Lippman,Senior Research Scientist
WATCH,Niaja Farve,Professor of Media Technology
App Inventor,Andrew McKinney,Professor
Wearable Body Organs,Chris Csikszentmihályi,Research Affiliate
Watch People Watch,Suzanne Wang,Senior Research Scientist
Watch People Watch,Tomer Weller,Senior Research Scientist
SensorTape: Modular and Programmable 3D-Aware Dense Sensor Network on a Tape,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
SensorTape: Modular and Programmable 3D-Aware Dense Sensor Network on a Tape,Artem Dementyev,Alexander W Dreyfoos (1954) Professor
SensorTape: Modular and Programmable 3D-Aware Dense Sensor Network on a Tape,Cindy Hsin-Liu Kao,Alexander W Dreyfoos (1954) Professor
Angular Momentum Primitives: Modeling of Transients in Human Walking,Hugh Herr,Professor of Media Arts and Sciences
Tiles,Mitchel Resnick,LEGO Papert Professor of Learning Research
OPENSTUDIO,Henry Holtzman,Research Affiliate
Tin Can,Chris Schmandt,Principal Research Scientist
Printed Wearable Holographic Display,V. Michael Bove,Principal Research Scientist
TinyProjector,Chris Schmandt,Principal Research Scientist
Tin Can Classroom,Chris Schmandt,Principal Research Scientist
Printed Wearable Holographic Display,Bianca Datta,Principal Research Scientist
Printed Wearable Holographic Display,Nickolaos Savidis,Principal Research Scientist
Printed Wearable Holographic Display,Sunny Jolly,Principal Research Scientist
TinyProjector,Stefan Johannes Walter Marti,Principal Research Scientist
Topobo,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Wearables for Emotion Capture,Pattie Maes,Professor of Media Technology
What's Up,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Weight and Volume Changing Device,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
ShAir: A Platform for Mobile Content Sharing,V. Michael Bove,Principal Research Scientist
What's Up,Mitchel Resnick,LEGO Papert Professor of Learning Research
What's Up,Leo Burd,Associate Professor of the Practice in Media Arts and Sciences
Weight and Volume Changing Device,Lining Yao,Jerome B. Wiesner Professor of Media Arts and Sciences
ShAir: A Platform for Mobile Content Sharing,Henry Holtzman,Principal Research Scientist
ShAir: A Platform for Mobile Content Sharing,Yosuke Bando,Principal Research Scientist
What's Up,Leo Burd,LEGO Papert Professor of Learning Research
What's Up,Chris Csikszentmihályi,LEGO Papert Professor of Learning Research
What Would They Think?,Pattie Maes,Professor of Media Technology
Wetpaint,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
What's Up,Rahul Bhargava,Associate Professor of the Practice in Media Arts and Sciences
ShAir: A Platform for Mobile Content Sharing,Arata Miyamoto,Principal Research Scientist
Wetpaint,Leonardo A. Bonanni,Jerome B. Wiesner Professor of Media Arts and Sciences
Wetpaint,Xiao Xiao,Jerome B. Wiesner Professor of Media Arts and Sciences
Who's Got Game?,Walter Bender,Senior Research Scientist
Where The Hel,Henry Holtzman,Research Affiliate
Window Wallet,Henry Holtzman,Research Affiliate
Will You Help Me?,Chris Schmandt,Principal Research Scientist
6D Display,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Tensor Displays: High-Quality Glasses-Free 3D TV,Ramesh Raskar,Associate Professor of Media Arts and Sciences
TRANSFORM: Adaptive and Dynamic Furniture,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
SandScape,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
6D Display,Nikhil Naik,Associate Professor of Media Arts and Sciences
Tensor Displays: High-Quality Glasses-Free 3D TV,Nikhil Naik,Associate Professor of Media Arts and Sciences
TRANSFORM: Adaptive and Dynamic Furniture,Ken Nakagaki,Jerome B. Wiesner Professor of Media Arts and Sciences
Tensor Displays: High-Quality Glasses-Free 3D TV,Gordon Wetzstein,Associate Professor of Media Arts and Sciences
TRANSFORM: Adaptive and Dynamic Furniture,Viirj Kan,Jerome B. Wiesner Professor of Media Arts and Sciences
TRANSFORM: Adaptive and Dynamic Furniture,Daniel Leithinger,Jerome B. Wiesner Professor of Media Arts and Sciences
